name,brand,category,address,lat,lng,phone
(주)현대백화점 울산점,,HYPERMARKET,울산광역시 남구 삼산로 261,35.53658223,129.33807897,052 228 2233
(주)신세계이마트울산점,,HYPERMARKET,울산광역시 남구 남중로 48,35.53499427,129.35067584,052 2201052
(주)이마트 울산점,,HYPERMARKET,울산광역시 남구 남중로 48,35.53499427,129.35067584,052 220 1052
롯데백화점 울산점,,HYPERMARKET,울산광역시 남구 삼산로 288,35.53540712,129.34062392,052-960-2812
(주)지에스리테일 천안점,,HYPERMARKET,충청남도 천안시 동남구 충절로 148,36.80250953,127.16050332,041 565 2090
롯데쇼핑(주)롯데슈퍼 신부점,롯데슈퍼,HYPERMARKET,충청남도 천안시 동남구 신부7길 5-1,36.81238285,127.16067513,041 622 5601
코스트코 홀세일 천안점,코스트코,HYPERMARKET,충청남도 천안시 서북구 3공단6로 77,36.83973055,127.10737361,02-2630-2764
롯데쇼핑(주)롯데마트천안점,롯데마트,HYPERMARKET,충청남도 천안시 서북구 월봉로 95,36.79730999,127.11887802,041 5852500
롯데슈퍼안면도점,롯데슈퍼,HYPERMARKET,충청남도 태안군 안면읍 방포로 35,36.51117496,126.34537766,673-0470
이마트 천안점,,HYPERMARKET,충청남도 천안시 서북구 충무로 187,36.79317533,127.12935205,041 620 1052
롯데쇼핑(주)롯데마트성정점,롯데마트,HYPERMARKET,충청남도 천안시 서북구 성정두정로 1,36.82336440,127.14210775,041 629 8513
홈플러스 천안점,홈플러스,HYPERMARKET,충청남도 천안시 동남구 천안대로 574,36.79631494,127.16756649,041-731-8152
한화갤러리아(주) 센터시티,,HYPERMARKET,충청남도 천안시 서북구 공원로 227,36.79757321,127.10679352,041-411-5018
이마트  천안터미널점,,HYPERMARKET,충청남도 천안시 동남구 만남로 43,36.81739960,127.15881804,041 411 1234
이마트 서북점,,HYPERMARKET,충청남도 천안시 서북구 삼성대로 20,36.83565830,127.12428494,02 380 9422
롯데쇼핑(주)롯데마트 홍성점,롯데마트,HYPERMARKET,충청남도 홍성군 홍성읍 조양로247번길 9,36.59816624,126.67834514,041-339-2500
홈플러스 주식회사(계룡점),홈플러스,HYPERMARKET,충청남도 계룡시 계룡대로 304,36.27104812,127.25925639,042 550 8114
이마트 하남점,,HYPERMARKET,경기도 하남시 덕풍서로 70,37.54995173,127.20748221,02-380-5234
(주)이마트평촌점,,HYPERMARKET,경기도 안양시 동안구 시민대로 300,37.39195991,126.96621092,031 687 1052
롯데쇼핑(주)롯데백화점 평촌점,,HYPERMARKET,경기도 안양시 동안구 시민대로 180 (호계동,37.38741091,126.95257797,031-450-2500
롯데쇼핑(주)롯데마트 경기양평점,롯데마트,HYPERMARKET,경기도 양평군 남북로 76-0,37.48663921,127.50476535,02-2145-8000
(주)이마트에브리데이 영북점,이마트 에브리데이,HYPERMARKET,경기도 포천시 영북면 영북로 178,38.08740395,127.27730318,031-532-5327
홈플러스(주),홈플러스,HYPERMARKET,경기도 포천시 소흘읍 솔모루로 9,37.82152097,127.14340559,031 540-7182
(주)이마트 포천점,,HYPERMARKET,경기도 포천시 호국로 915,37.84519971,127.16223793,031-540-1201
롯데쇼핑(주) 롯데슈퍼 포천일동점,롯데슈퍼,HYPERMARKET,경기도 포천시 일동면 화동로 1072,37.95602376,127.32123048,(031)533-5601~4
(주) 신세계 사우스시티,,HYPERMARKET,경기도 용인시 수지구 포은대로 536,37.32218326,127.11024671,695-1043
(주)지에스리테일 용인점,,HYPERMARKET,경기도 용인시 처인구 금령로55번길 12,37.23309873,127.20499229,031-337-2033
롯데마트장암점,롯데마트,HYPERMARKET,경기도 의정부시 장곡로 224,37.72097141,127.05541837,031 849-2520
코스트코 홀세일 의정부점,코스트코,HYPERMARKET,경기도 의정부시 용민로489번길 9,37.74854134,127.12130211,0318503300
롯데쇼핑(주) 마그넷 의정부점,,HYPERMARKET,경기도 의정부시 산단로76번길 116,37.74005014,127.08637542,031 8502511
이마트 의정부점,,HYPERMARKET,경기도 의정부시 민락로 210 (민락동,37.74038432,127.10446154,850-1251
(주)이마트 스타필드 마켓 죽전점,,HYPERMARKET,경기도 용인시 수지구 포은대로 552,37.32255243,127.11204107,003108881052
롯데쇼핑(주)롯데슈퍼 오산점,롯데슈퍼,HYPERMARKET,경기도 오산시 대원로15번길 17,37.14504038,127.07195002,031-375-5602
홈플러스(주)오산점,홈플러스,HYPERMARKET,경기도 오산시 청학로 238,37.16729187,127.06389488,03180778924
(주)이마트 용인점,,HYPERMARKET,경기도 용인시 처인구 명지로 53,37.22856190,127.19129316,003103261052
롯데마트 터미널점,롯데마트,HYPERMARKET,충청남도 아산시 번영로 225,36.78184857,127.01791685,041-570-2521
노브랜드 강서가양점,노브랜드,HYPERMARKET,서울특별시 강서구 양천로 410,37.56226588,126.84865304,02-3665-7661
이마트에브리데이 마곡점,이마트 에브리데이,HYPERMARKET,서울특별시 강서구 마곡서로 158,37.56531133,126.82751684,02-2039-8337
롯데쇼핑㈜ 마켓999 양천향교역가맹점,,HYPERMARKET,서울특별시 강서구 양천로 344,37.56549657,126.84245169,02-3664-6600
㈜이마트에브리데이 양천향교역점,이마트 에브리데이,HYPERMARKET,서울특별시 강서구 허준로 16-12,37.56712672,126.84531977,02-2063-3690
노브랜드 강서마곡점,노브랜드,HYPERMARKET,서울특별시 강서구 마곡서로 101,37.55989114,126.82569392,02-2667-0151
IFC부산 오슬로파크,,HYPERMARKET,부산광역시 남구 전포대로 133,35.14519308,129.06769840,051-647-9620
김포농협 농수축산물판매장,,HYPERMARKET,경기도 김포시 홍도평로 20,37.62892540,126.71502745,031-984-2811
GS수퍼마켓 청주방서점,,HYPERMARKET,충청북도 청주시 상당구 단재로 316,36.59835730,127.50318382,043-287-8374
GS THE FRESH 장유신문점,,HYPERMARKET,경상남도 김해시 장유로334번길 58,35.19047457,128.81386893,
롯데프레시 청주지웰가맹점,롯데프레시,HYPERMARKET,충청북도 청주시 흥덕구 대농로 47-1,36.64012446,127.43132520,
강현농협 하나로마트,하나로마트,HYPERMARKET,강원특별자치도 양양군 강현면 물치천로 14,38.15106404,128.60817478,033-671-5810
GS THE FRESH 성동텐즈힐점,,HYPERMARKET,서울특별시 성동구 마장로 137,37.56656627,127.02682007,02-2297-5180
홈플러스 주식회사 동촌점,홈플러스,HYPERMARKET,대구광역시 동구 동촌로 127,35.88322603,128.65786273,053-559-2080
(주)지에스리테일 GS수퍼 본리점,,HYPERMARKET,대구광역시 달서구 장기로 167,35.83997221,128.54410879,655-6933
(주)지에스리테일 GS수퍼 대구월곡점,,HYPERMARKET,대구광역시 달서구 상화북로 187,35.81040904,128.54825184,632-7744
롯데백화점 상인점,,HYPERMARKET,대구광역시 달서구 월배로 232 (상인동,35.81595283,128.54161881,053 258 1606
홈플러스(주),홈플러스,HYPERMARKET,대구광역시 서구 달구벌대로 1821,35.85736308,128.56606119,053-567-2080
코스트코 홀세일 대구점,코스트코,HYPERMARKET,대구광역시 동구 신서동 1187번지,35.87421755,128.73293348,02-2630-2828
(주)이마트에브리데이 방촌동점,이마트 에브리데이,HYPERMARKET,대구광역시 동구 동촌로45길 5,35.87945628,128.66725523,053-985-8661
(주)신세계 동대구복합환승센터,,HYPERMARKET,대구광역시 동구 동부로 149,35.87484413,128.63122785,053-749-3593
(주)이마트 반야월점,,HYPERMARKET,대구광역시 동구 안심로 389-2,35.86779021,128.72965052,053-665-1052
(주)이마트 월배점,,HYPERMARKET,대구광역시 달서구 진천로 92,35.81408156,128.52608487,607-1300
홈플러스(주) 익스프레스 용산2점,홈플러스,HYPERMARKET,대구광역시 달서구 성지로 27,35.85088731,128.52069834,053 586 8545
홈플러스(주) 익스프레스 상인점,홈플러스,HYPERMARKET,대구광역시 달서구 송현로7길 19,35.81766828,128.54905729,053 631 8545
홈플러스(주) 익스프레스 용산점,홈플러스,HYPERMARKET,대구광역시 달서구 용산로 220,35.85415775,128.53302896,053 525 8546
홈플러스(주) 익스프레스 감삼점,홈플러스,HYPERMARKET,대구광역시 달서구 당산로 83,35.84199135,128.54647040,0535538546
(주)이마트 성서점,,HYPERMARKET,대구광역시 달서구 이곡동로 24,35.85068734,128.51235764,605-1234
홈플러스(주) 성서점,홈플러스,HYPERMARKET,대구광역시 달서구 달구벌대로 1467,35.84646974,128.52968062,550 8124
홈플러스(주)  상인점,홈플러스,HYPERMARKET,대구광역시 달서구 월배로 183,35.81516377,128.53563108,053 3808124
(주)이마트 만촌점,,HYPERMARKET,대구광역시 수성구 동원로 136,35.86829674,128.63907426,053-602-1052
롯데쇼핑(주)롯데슈퍼 수성점,롯데슈퍼,HYPERMARKET,대구광역시 수성구 수성로 227,35.84290016,128.61447517,0537645601
홈플러스 대구 수성점,홈플러스,HYPERMARKET,대구광역시 수성구 동대구로 95,35.83579704,128.62543613,768-0167
(주)이마트에브리데이 신탄진점,이마트 에브리데이,HYPERMARKET,대전광역시 대덕구 대청로 62,36.44979629,127.43726941,042-716-2341
홈플러스 주식회사 익스프레스 송촌점,홈플러스,HYPERMARKET,대전광역시 대덕구 동춘당로94번길 11-15,36.36311463,127.44156133,042-634-8545
엑스포코아,,HYPERMARKET,대전광역시 유성구 엑스포로 488,36.39705111,127.40788504,042-862-8118
롯데쇼핑(주) 롯데마트 서대전점,롯데마트,HYPERMARKET,대전광역시 유성구 유성대로 26-37,36.29877448,127.32537081,042-540-2500
홈플러스(주)유성점,홈플러스,HYPERMARKET,대전광역시 유성구 한밭대로 502,36.35553000,127.35646266,042-841-2080
롯데쇼핑(주)롯데마트 대덕테크노밸리점,롯데마트,HYPERMARKET,대전광역시 유성구 테크노중앙로 14,36.42390336,127.38894250,042-930-2500
롯데쇼핑(주)롯데마트 노은점,롯데마트,HYPERMARKET,대전광역시 유성구 북유성대로 206,36.38126609,127.32380523,042-525-2500
트레이더스 홀세일 클럽 연산점,트레이더스,HYPERMARKET,부산광역시 연제구 좌수영로 241,35.18205263,129.11427607,051-968-5652
(주)이마트 연제점,,HYPERMARKET,부산광역시 연제구 연수로 89,35.17304705,129.08357330,051-860-1050
홈플러스 주식회사 아시아드점,홈플러스,HYPERMARKET,부산광역시 연제구 종합운동장로 7,35.18782514,129.06368060,0515008000
홈플러스(주) 익스프레스 부산연제점,홈플러스,HYPERMARKET,부산광역시 연제구 배산로 10,35.17107498,129.09542031,051-867-8548
홈플러스(주) 익스프레스 토곡점,홈플러스,HYPERMARKET,부산광역시 연제구 과정로 226,35.18499563,129.10466668,051-751-8565
홈플러스(주) 김해점,홈플러스,HYPERMARKET,경상남도 김해시 김해대로 2078,35.23875503,128.87242262,055-320-8023
롯데쇼핑(주) 롯데마트장유점,롯데마트,HYPERMARKET,경상남도 김해시 번화1로56번길 15,35.18995651,128.80351912,055 311 2500
메가마트 김해점,,HYPERMARKET,경상남도 김해시 김해대로2492번길 20,35.22299386,128.90262242,02-820-8524
롯데쇼핑(주) 롯데마트 김해점,롯데마트,HYPERMARKET,경상남도 김해시 김해대로 2330,35.22246157,128.88431297,055 340 2800
탑마트 언양점,,HYPERMARKET,울산광역시 울주군 언양읍 헌양길 117,35.56259614,129.12163482,052-264-0244
동명백화점,,HYPERMARKET,제주특별자치도 서귀포시 중정로 69,33.24501458,126.56581141,064 7623122
롯데쇼핑(주) 롯데마트 의왕점,롯데마트,HYPERMARKET,경기도 의왕시 계원대학로 7 (내손동,37.37742496,126.97576959,031 471 2521
리치마트 양주점,,HYPERMARKET,경기도 양주시 평화로1413번길 48,37.81438849,127.04500306,031-864-7200
골드마트,,HYPERMARKET,경기도 양주시 평화로 1547,37.82474189,127.05467215,
(주)이마트 의왕점,,HYPERMARKET,경기도 의왕시 경수대로 262,37.34753443,126.97568865,02   3809461
홈플러스(주) 경기하남점,홈플러스,HYPERMARKET,경기도 하남시 하남대로 747 (신장동,37.53520425,127.21474508,0317777015
(주)지에스리테일 하남점,,HYPERMARKET,경기도 하남시 신장1로9번길 74,37.53633417,127.20761871,031-795-1682
스타필드 시티 위례점,,HYPERMARKET,경기도 하남시 위례대로 200,37.47722977,127.15051338,02-380-9396
코스트코 홀세일 하남점,코스트코,HYPERMARKET,경기도 하남시 미사강변중앙로 40,37.54793398,127.19601032,02-2630-2648
충서원예농협 하나로마트,하나로마트,HYPERMARKET,충청남도 서산시 고운로 353,36.78376756,126.47533811,041-669-1378
이케아 동부산점,,HYPERMARKET,부산광역시 기장군 기장읍 동부산관광3로 17,35.18776216,129.21273798,02-310-8700
(주)이마트에브리데이 세종신동아점,이마트 에브리데이,HYPERMARKET,세종특별자치시 한누리대로 2200,36.47387116,127.28410976,
(주)이마트 트레이더스 구월점,트레이더스,HYPERMARKET,인천광역시 남동구 구월동 1549,37.43687772,126.70990584,02-380-9843
(주)메가마트 엠 춘천점,,HYPERMARKET,강원특별자치도 춘천시 금강로 68-9,37.87579427,127.73079195,033-248-7016
롯데쇼핑(주)롯데마트 춘천점,롯데마트,HYPERMARKET,강원특별자치도 춘천시 방송길 84 (온의동,37.86586196,127.72018478,033 240 2500
홈플러스(주)춘천점,홈플러스,HYPERMARKET,강원특별자치도 춘천시 김유정로 1840 (퇴계동,37.84785435,127.73691864,033-269-8000
롯데쇼핑(주)롯데마트 석사점,롯데마트,HYPERMARKET,강원특별자치도 춘천시 세실로 108,37.86383415,127.76140702,033-260-7781
롯데슈퍼 춘천점,롯데슈퍼,HYPERMARKET,강원특별자치도 춘천시 영서로 2195,37.85758755,127.73077828,033 2435588
(주)이마트 춘천점,,HYPERMARKET,강원특별자치도 춘천시 경춘로 2353,37.86104745,127.72051052,033 240 1052
GS수퍼마켓 춘천후평점,,HYPERMARKET,강원특별자치도 춘천시 춘천로 306-5,37.87849471,127.74922274,033-252-6900
춘천철원화천양구축산농협 하나로마트(퇴계점),하나로마트,HYPERMARKET,강원특별자치도 춘천시 지석로 11,37.85122716,127.73969444,033-264-3802
춘천철원화천양구축산농협 하나로마트 (강남점),하나로마트,HYPERMARKET,강원특별자치도 춘천시 경춘로 2342,37.85992678,127.72166732,033-243-8106
롯데슈퍼 춘천점,롯데슈퍼,HYPERMARKET,강원특별자치도 춘천시 영서로 2195,37.85758755,127.73077828,033-252-3000
춘천 센트럴타워 푸르지오 프리미엄몰,,HYPERMARKET,강원특별자치도 춘천시 방송길 77(온의동,37.86622508,127.72287354,033-269-0100
GS THE FRESH 춘천온의점,,HYPERMARKET,강원특별자치도 춘천시 스포츠타운길 459,37.86536706,127.71015864,02-2006-2747
대하식자재마트 천안점,,HYPERMARKET,충청남도 천안시 서북구 월봉로 95,36.79730999,127.11887802,041-571-0300
홈플러스(주)삼척점,홈플러스,HYPERMARKET,강원특별자치도 삼척시 중앙로 258,37.44355063,129.17062039,0335718000
삼성테스코(주)홈플러스삼척점,홈플러스,HYPERMARKET,강원특별자치도 삼척시 중앙로 258,37.44355063,129.17062039,033 573 6972
(주)이마트강릉점,,HYPERMARKET,강원특별자치도 강릉시 경강로 2398-10,37.76766124,128.92490956,033-649-1052
롯데1번가,,HYPERMARKET,부산광역시 중구 중앙동1가,35.09766468,129.03809662,051 2467334
월드밸리,,HYPERMARKET,부산광역시 중구 대청로 60,35.09971973,129.02861634,051 2567751
월드밸리,,HYPERMARKET,부산광역시 중구 대청로 60,35.09971973,129.02861634,051-256-7751
롯데백화점 광복점,,HYPERMARKET,부산광역시 중구 중앙대로 2,35.09490447,129.03836117,678-2500
롯데마트 광복점,롯데마트,HYPERMARKET,부산광역시 중구 중앙대로 2,35.09490447,129.03836117,0516782500
롯데전문점 광복점,,HYPERMARKET,부산광역시 중구 중앙대로 2,35.09490447,129.03836117,051-678-2500
코스트코 홀세일 부산점,코스트코,HYPERMARKET,부산광역시 수영구 구락로 137 (망미동,35.17548811,129.11755105,051-757-7100
커넥트현대 부산점,,HYPERMARKET,부산광역시 동구 범일로 125,35.13822832,129.06082283,051-667-0010
홈플러스 익스프레스 좌천점,홈플러스,HYPERMARKET,부산광역시 동구 고관로 143,35.12788811,129.05099352,051 647 8564
(주)이마트영천점,,HYPERMARKET,경상북도 영천시 최무선로 83,35.95519802,128.91329668,054 330 1252
롯데쇼핑(주)롯데마트통영점,롯데마트,HYPERMARKET,경상남도 통영시 무전대로 65,34.85759529,128.43039356,055 640 2500
탑마트 통영죽림점,,HYPERMARKET,경상남도 통영시 광도면 신죽1길 18,34.87341882,128.41772140,0556435112
(주)현대백화점 동구점,,HYPERMARKET,울산광역시 동구 방어진순환도로 899,35.51844458,129.43402670,005202504604
GS THE FRESH 울산동부점,,HYPERMARKET,울산광역시 동구 안산로 50,35.53962571,129.43392734,
홈플러스(주) 서귀포점,홈플러스,HYPERMARKET,제주특별자치도 서귀포시 중앙로 180,33.25727121,126.56205150,064-731-8000
(주)이마트 서귀포점,,HYPERMARKET,제주특별자치도 서귀포시 일주동로 9209,33.24499965,126.51084892,064-797-1051
롯데프레시 신정점,롯데프레시,HYPERMARKET,서울특별시 양천구 신정로13길 3,37.50699489,126.84534532,2692-5600
(주)이마트 신월점,,HYPERMARKET,서울특별시 양천구 화곡로 59,37.53695783,126.83085477,02-6716-1234
(주)이마트에브리데이 목동점,이마트 에브리데이,HYPERMARKET,서울특별시 양천구 목동서로 130,37.52913197,126.87368175,02-2646-4331
롯데슈퍼 장위점,롯데슈퍼,HYPERMARKET,서울특별시 성북구 월계로40길 7,37.62014468,127.05056772,02   9155603
롯데슈퍼 정릉점,롯데슈퍼,HYPERMARKET,서울특별시 성북구 정릉로 307,37.60046851,127.02042778,02  914 5601
홈플러스익스프레스 보문점,홈플러스,HYPERMARKET,서울특별시 성북구 보문로 61,37.57796384,127.02356446,02-921-8545
이마트 미아점,,HYPERMARKET,서울특별시 성북구 도봉로 17,37.60806467,127.03183330,02-944-1052
이마트 하월곡점,,HYPERMARKET,서울특별시 성북구 종암로 167 (하월곡동,37.60226004,127.03310144,02-6936-1251
GS더프레시 성북보문점,,HYPERMARKET,서울특별시 성북구 보문사길 111 (보문동6가,37.57733408,127.02058172,02-2006-3215
현대백화점 미아점,,HYPERMARKET,서울특별시 성북구 동소문로 315 (길음동,37.60558247,127.03082997,02  21173014
신세계이마트미아점,,HYPERMARKET,서울특별시 성북구 길음동 25번지,37.60806467,127.03183330,000203805234
이마트 미아점,,HYPERMARKET,서울특별시 성북구 도봉로 17,37.60806467,127.03183330,02-944-1234
종암우림카이저팰리스주상복합,,HYPERMARKET,서울특별시 성북구 종암로 132 (종암동,37.59917120,127.03559478,000209413506
이마트 미아점,,HYPERMARKET,서울특별시 성북구 도봉로 17,37.60806467,127.03183330,9203485
홈플러스 월곡점,홈플러스,HYPERMARKET,서울특별시 성북구 화랑로 76,37.59902818,127.04255149,02-3669-8000
이마트 하월곡점,,HYPERMARKET,서울특별시 성북구 종암로 167,37.60226004,127.03310144,02-944-1051
GS더프레시 동소문점,,HYPERMARKET,서울특별시 성북구 성북로4길 52 (돈암동,37.59201441,127.01242219,929 8053
GS더프레시 성북돈암점,,HYPERMARKET,서울특별시 성북구 북악산로 844 (돈암동,37.59507901,127.01989401,02  32913333
GS더프레시 길음뉴타운점,,HYPERMARKET,서울특별시 성북구 길음로 33 (길음동,37.60476932,127.02004908,02  60531252
GS수퍼마켓 길음점,,HYPERMARKET,서울특별시 성북구 길음로 103,37.60808044,127.02007719,02   9412227
롯데슈퍼하월곡점,롯데슈퍼,HYPERMARKET,서울특별시 성북구 월곡1동 62번지,37.60141525,127.04087423,918-5651
현대백화점 신촌점,,HYPERMARKET,서울특별시 서대문구 신촌로 83,37.55335983,126.93798016,02-3145-3154
홈플러스(주) 익스프레스 북가좌점,홈플러스,HYPERMARKET,서울특별시 서대문구 응암로 112,37.57966076,126.91572101,302-8023
롯데슈퍼 홍제2점,롯데슈퍼,HYPERMARKET,서울특별시 서대문구 통일로 397,37.58241538,126.94946259,02-739-6780
이케아 기흥점,,HYPERMARKET,경기도 용인시 기흥구 신고매로 62,37.21942929,127.11836286,02-310-8700
홈플러스 익스프레스 시흥배곧점,홈플러스,HYPERMARKET,경기도 시흥시 서울대학로278번길 19-13(배곧동,37.36792118,126.72941870,031-8042-2293
GS THE FRESH 송파시그니처점,,HYPERMARKET,서울특별시 송파구 거마로 56(거여동,37.49265617,127.15160093,02-2006-2747
GS THE FRESH 부평열우물점,,HYPERMARKET,인천광역시 부평구 열우물로 90,37.47259296,126.69992157,02-2006-2364
GS THE FRESH 부평더샵점,,HYPERMARKET,인천광역시 부평구 열우물로 90,37.47259296,126.69992157,02-2006-2364
롯데슈퍼 철원점,롯데슈퍼,HYPERMARKET,강원특별자치도 철원군 동송읍 이평2로 14,38.20340828,127.22299036,033-455-7300
롯데쇼핑(주) 롯데슈퍼 영월점,롯데슈퍼,HYPERMARKET,강원특별자치도 영월군 영월읍 중앙로 5-10,37.18117810,128.46654912,033-373-5601
(주)이마트 동해점,,HYPERMARKET,강원특별자치도 동해시 천곡로 100,37.52111893,129.11936053,033-539-7051
(주)이마트 속초점,,HYPERMARKET,강원특별자치도 속초시 설악금강대교로 12,38.18819065,128.59834218,033-630-1054
속초농협하나로마트엑스포지점,하나로마트,HYPERMARKET,강원특별자치도 속초시 동해대로 4202,38.19162369,128.58120909,033 637 1501
(주)이마트,,HYPERMARKET,강원특별자치도 태백시 굴거랑길 4,37.19733978,128.96413900,033 554 0672
GS THE FRESH 부산미남역점,,HYPERMARKET,부산광역시 동래구 아시아드대로 239-1,35.20246234,129.06957179,051-634-5542
GS THE FRESH 노원비석로점,,HYPERMARKET,서울특별시 노원구 한글비석로 452,37.66124711,127.06992914,02-2006-2364
(주)이마트에브리데이 신풍역점,이마트 에브리데이,HYPERMARKET,서울특별시 영등포구 신풍로 28,37.49678634,126.91130632,02-380-5042
GS THE FRESH 문정역점,,HYPERMARKET,서울특별시 송파구 문정로 1,37.48354666,127.12516768,02-2006-2364
Market Ville,,HYPERMARKET,경상북도 구미시 고아읍 들성로 119-11,36.15423505,128.33559528,054-455-7700
GS THE FRESH 홍제해링턴점,,HYPERMARKET,서울특별시 서대문구 세무서8길 30,37.58722695,126.95066201,02-2006-2364
GS THE FRESH 부산남천역점,,HYPERMARKET,부산광역시 수영구 수영로384번길 8,35.13734891,129.10908803,
GS THE FRESH 강동성내점,,HYPERMARKET,서울특별시 강동구 풍성로38길 9,37.52875265,127.12766276,02-2006-2364
롯데쇼핑(주) 롯데슈퍼남산점,롯데슈퍼,HYPERMARKET,대구광역시 중구 달구벌대로 1936,35.85956742,128.57850244,053)252-5601
탑마트 대구점,,HYPERMARKET,대구광역시 중구 중앙대로66길 20 (남산동,35.85840158,128.59618167,051-330-2583
홈플러스(주)남대구점,홈플러스,HYPERMARKET,대구광역시 남구 대명로 116,35.83601552,128.57245702,0536598000
(주)이마트경산점,,HYPERMARKET,경상북도 옥산로 227,35.83169283,128.72240623,053 940 1052
홈플러스 경산점,홈플러스,HYPERMARKET,경상북도 경산시 경안로 288,35.82980663,128.73790481,053 715 8124
홈플러스(주)경주점,홈플러스,HYPERMARKET,경상북도 경주시 공단로 97,35.87018898,129.22687043,054 770 8000
탑마트 경주동부점,,HYPERMARKET,경상북도 경주시 중앙로 60,35.84236071,129.21435190,054-749-2007
(주)이마트 김천점,,HYPERMARKET,경상북도 김천시 시청로 75,36.13201905,128.11900107,054-420-1052
탑마트 경주황성점,,HYPERMARKET,경상북도 경주시 용담로104번길 25,35.86356774,129.21348789,054-744-5588
탑마트 안강점,,HYPERMARKET,경상북도 경주시 안강읍 비화동길 41,35.98529879,129.22786141,054-761-3113
김천농협 하나로마트,하나로마트,HYPERMARKET,경상북도 김천시 자산로 147,36.12066844,128.11983916,0544202200
블루마트,,HYPERMARKET,전라남도 순천시 해룡면 상삼리,34.94422134,127.53625676,061 7219001
